"","id","altura","idade","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"12908",12908,1.27,28,45.91,28.46,"M","2º Grau","Humanas","não",0,2090.68,3,0
"12909",12909,1.59,29,58.79,23.25,"F","1º Grau","Biológicas","não",0,3379.03,2,2
"12910",12910,1.44,32,52.67,25.4,"M","3º Grau","Biológicas","sim",1,2766.84,3,2
"12911",12911,1.52,28,55.84,24.17,"F","Mestrado","Exatas","sim",1,3084.3,0,1
"12912",12912,1.59,29,58.64,23.2,"F","PósDoc","Biológicas","sim",1,3363.99,2,2
"12913",12913,1.52,27,55.74,24.13,"M","Mestrado","Exatas","sim",1,3073.57,0,1
"12914",12914,1.49,26,54.65,24.62,"M","1º Grau","Exatas","sim",1,2964.84,3,1
"12915",12915,1.44,28,52.56,25.35,"M","PósDoc","Biológicas","sim",1,2756.14,2,2
"12916",12916,1.49,28,54.8,24.68,"F","2º Grau","Humanas","não",0,2979.93,2,0
"12917",12917,1.42,29,51.75,25.66,"M","3º Grau","Humanas","sim",1,2674.95,1,0
"12918",12918,1.42,30,51.96,25.77,"M","3º Grau","Biológicas","sim",1,2696.26,3,2
"12919",12919,1.41,27,51.5,25.9,"F","3º Grau","Biológicas","não",0,2650.37,0,2
"12920",12920,1.3,27,47.17,27.91,"M","Analfabeto","Humanas","não",0,2217.44,3,0
"12921",12921,1.6,29,58.92,23.02,"F","3º Grau","Exatas","não",0,3391.86,1,1
"12922",12922,1.47,29,53.67,24.84,"M","Doutorado","Exatas","não",0,2866.68,0,1
"12923",12923,1.35,28,49.03,26.9,"F","Analfabeto","Biológicas","não",0,2403.21,0,2
"12924",12924,1.51,29,55.53,24.35,"F","Mestrado","Biológicas","não",0,3052.91,3,2
"12925",12925,1.34,27,48.65,27.09,"F","3º Grau","Exatas","sim",1,2365.46,2,1
"12926",12926,1.58,29,58.28,23.35,"M","Mestrado","Exatas","não",0,3328.25,3,1
"12927",12927,1.37,29,49.84,26.55,"F","PósDoc","Biológicas","sim",1,2483.85,1,2
"12928",12928,1.41,26,51.48,25.89,"M","PósDoc","Humanas","não",0,2648.49,0,0
"12929",12929,1.54,26,56.51,23.83,"F","2º Grau","Exatas","não",0,3150.88,2,1
"12930",12930,1.31,28,47.56,27.71,"F","3º Grau","Humanas","sim",1,2255.54,0,0
"12931",12931,1.67,28,61.89,22.19,"F","Mestrado","Exatas","sim",1,3688.63,1,1
"12932",12932,1.5,25,54.82,24.36,"F","1º Grau","Biológicas","não",0,2981.92,0,2
"12933",12933,1.47,29,53.72,24.86,"F","Mestrado","Humanas","sim",1,2871.94,0,0
"12934",12934,1.36,31,49.47,26.75,"F","1º Grau","Biológicas","sim",1,2446.99,1,2
"12935",12935,1.41,30,51.45,25.88,"F","Analfabeto","Biológicas","não",0,2644.94,2,2
"12936",12936,1.6,25,59.16,23.11,"F","Mestrado","Humanas","sim",1,3415.75,0,0
"12937",12937,1.3,30,46.98,27.8,"M","PósDoc","Humanas","não",0,2198.19,3,0
"12938",12938,1.37,30,49.8,26.53,"M","3º Grau","Humanas","não",0,2479.52,1,0
"12939",12939,1.49,29,54.77,24.67,"F","2º Grau","Exatas","não",0,2976.52,1,1
"12940",12940,1.43,32,52.26,25.56,"M","Mestrado","Biológicas","não",0,2725.66,0,2
"12941",12941,1.59,30,58.52,23.15,"F","3º Grau","Humanas","sim",1,3351.83,3,0
"12942",12942,1.65,28,60.86,22.35,"M","3º Grau","Humanas","sim",1,3586.32,2,0
"12943",12943,1.47,26,53.62,24.81,"F","1º Grau","Biológicas","não",0,2861.99,1,2
"12944",12944,1.57,28,57.73,23.42,"F","1º Grau","Humanas","não",0,3272.76,1,0
"12945",12945,1.46,28,53.26,24.99,"F","Doutorado","Biológicas","não",0,2826.07,3,2
"12946",12946,1.55,26,56.81,23.65,"F","Doutorado","Humanas","sim",1,3180.95,3,0
"12947",12947,1.56,27,57.39,23.58,"M","1º Grau","Exatas","não",0,3238.65,3,1
"12948",12948,1.59,30,58.59,23.18,"F","1º Grau","Biológicas","não",0,3358.76,1,2
"12949",12949,1.67,29,61.72,22.13,"M","1º Grau","Biológicas","sim",1,3671.64,0,2
"12950",12950,1.56,31,57.22,23.51,"M","1º Grau","Biológicas","sim",1,3222.11,2,2
"12951",12951,1.54,23,56.59,23.86,"M","Mestrado","Exatas","não",0,3159.14,3,1
"12952",12952,1.55,31,56.95,23.7,"F","1º Grau","Humanas","não",0,3194.67,2,0
"12953",12953,1.65,29,61.13,22.45,"M","Analfabeto","Humanas","sim",1,3612.83,2,0
"12954",12954,1.43,30,52.11,25.48,"F","2º Grau","Exatas","sim",1,2710.85,1,1
"12955",12955,1.48,28,54.34,24.81,"M","2º Grau","Exatas","sim",1,2934.29,3,1
"12956",12956,1.54,29,56.41,23.79,"M","PósDoc","Biológicas","não",0,3141.4,3,2
"12957",12957,1.69,28,62.73,21.96,"M","1º Grau","Exatas","não",0,3772.99,0,1
"12958",12958,1.51,30,55.3,24.25,"F","3º Grau","Exatas","não",0,3030.46,1,1
"12959",12959,1.74,28,64.69,21.37,"M","2º Grau","Biológicas","sim",1,3968.98,0,2
"12960",12960,1.35,30,48.94,26.85,"F","3º Grau","Biológicas","não",0,2393.74,3,2
"12961",12961,1.57,27,57.63,23.38,"M","PósDoc","Exatas","não",0,3262.6,0,1
"12962",12962,1.75,29,65.2,21.29,"M","2º Grau","Biológicas","sim",1,4019.82,2,2
"12963",12963,1.76,29,65.42,21.12,"M","Doutorado","Biológicas","sim",1,4041.59,2,2
"12964",12964,1.48,26,54.03,24.67,"F","3º Grau","Humanas","não",0,2903.33,2,0
"12965",12965,1.34,27,48.68,27.11,"M","PósDoc","Exatas","sim",1,2368.39,2,1
"12966",12966,1.51,26,55.42,24.31,"M","1º Grau","Exatas","não",0,3042.2,1,1
"12967",12967,1.4,29,50.99,26.02,"F","1º Grau","Biológicas","não",0,2599.25,2,2
"12968",12968,1.53,27,56.04,23.94,"F","Mestrado","Biológicas","sim",1,3104.14,3,2
"12969",12969,1.51,27,55.31,24.26,"M","Doutorado","Humanas","não",0,3031.23,2,0
"12970",12970,1.63,27,60.04,22.6,"F","2º Grau","Exatas","não",0,3504.38,3,1
"12971",12971,1.52,27,55.71,24.11,"M","Analfabeto","Exatas","não",0,3071.43,0,1
"12972",12972,1.54,26,56.5,23.82,"F","Doutorado","Exatas","não",0,3150.36,2,1
"12973",12973,1.44,28,52.62,25.38,"M","1º Grau","Biológicas","não",0,2762.37,3,2
"12974",12974,1.49,27,54.67,24.63,"M","PósDoc","Exatas","não",0,2967.48,2,1
"12975",12975,1.5,28,55,24.44,"M","1º Grau","Exatas","sim",1,2999.54,2,1
"12976",12976,1.63,26,60.05,22.6,"F","PósDoc","Biológicas","não",0,3504.51,0,2
"12977",12977,1.44,29,52.72,25.42,"M","Mestrado","Humanas","não",0,2771.89,2,0
"12978",12978,1.56,30,57.27,23.53,"F","2º Grau","Biológicas","não",0,3226.95,1,2
"12979",12979,1.62,31,59.89,22.82,"M","2º Grau","Biológicas","sim",1,3488.89,0,2
"12980",12980,1.44,27,52.59,25.36,"F","2º Grau","Exatas","sim",1,2759.45,0,1
"12981",12981,1.49,29,54.56,24.58,"F","1º Grau","Exatas","sim",1,2955.73,1,1
"12982",12982,1.51,24,55.5,24.34,"M","Mestrado","Biológicas","sim",1,3050.06,1,2
"12983",12983,1.75,29,64.95,21.21,"F","2º Grau","Biológicas","sim",1,3994.7,2,2
"12984",12984,1.46,28,53.29,25,"M","3º Grau","Humanas","não",0,2828.95,1,0
"12985",12985,1.53,28,56.2,24.01,"F","3º Grau","Exatas","sim",1,3120.35,1,1
"12986",12986,1.38,26,50.08,26.3,"F","PósDoc","Biológicas","sim",1,2508.38,1,2
"12987",12987,1.46,28,53.44,25.07,"M","1º Grau","Humanas","sim",1,2844.17,3,0
"12988",12988,1.58,25,58.16,23.3,"M","1º Grau","Biológicas","sim",1,3315.82,0,2
"12989",12989,1.63,27,60.29,22.69,"F","Doutorado","Humanas","não",0,3529.07,1,0
"12990",12990,1.32,27,47.82,27.44,"F","Doutorado","Exatas","sim",1,2282,2,1
"12991",12991,1.49,26,54.44,24.52,"F","2º Grau","Humanas","sim",1,2943.7,2,0
"12992",12992,1.52,27,55.61,24.07,"F","2º Grau","Humanas","sim",1,3061.12,0,0
"12993",12993,1.38,28,50.02,26.27,"F","3º Grau","Biológicas","não",0,2502.29,3,2
"12994",12994,1.42,31,51.67,25.62,"F","Mestrado","Exatas","sim",1,2666.73,3,1
"12995",12995,1.5,28,54.83,24.37,"F","2º Grau","Biológicas","não",0,2983.07,0,2
"12996",12996,1.47,32,53.93,24.96,"M","2º Grau","Humanas","não",0,2892.85,2,0
"12997",12997,1.26,25,45.46,28.63,"F","3º Grau","Exatas","não",0,2046.18,0,1
"12998",12998,1.65,29,60.83,22.34,"F","1º Grau","Biológicas","não",0,3583.32,1,2
"12999",12999,1.41,24,51.29,25.8,"F","3º Grau","Exatas","não",0,2628.71,3,1
"13000",13000,1.52,27,55.93,24.21,"M","3º Grau","Exatas","sim",1,3092.78,2,1
"13001",13001,1.57,27,57.91,23.49,"F","Doutorado","Exatas","sim",1,3290.75,1,1
"13002",13002,1.65,25,61.18,22.47,"F","Doutorado","Humanas","não",0,3617.72,0,0
"13003",13003,1.48,29,54.17,24.73,"M","3º Grau","Humanas","sim",1,2916.95,3,0
"13004",13004,1.52,29,55.61,24.07,"F","1º Grau","Exatas","não",0,3061.24,1,1
"13005",13005,1.6,28,58.99,23.04,"M","3º Grau","Exatas","sim",1,3398.57,3,1
"13006",13006,1.48,27,54.05,24.68,"F","3º Grau","Exatas","não",0,2905.19,0,1
"13007",13007,1.52,26,55.87,24.18,"M","Mestrado","Biológicas","não",0,3086.82,0,2
"13008",13008,1.61,29,59.5,22.95,"F","1º Grau","Biológicas","sim",1,3449.76,1,2
"13009",13009,1.53,28,56,23.92,"M","Doutorado","Exatas","não",0,3100.16,1,1
"13010",13010,1.48,27,54.09,24.69,"F","Mestrado","Biológicas","sim",1,2908.58,3,2
"13011",13011,1.44,32,52.67,25.4,"M","Analfabeto","Humanas","sim",1,2767.15,3,0
"13012",13012,1.43,27,52.27,25.56,"M","2º Grau","Biológicas","sim",1,2727.49,0,2
"13013",13013,1.52,30,55.78,24.14,"F","Doutorado","Humanas","não",0,3077.59,1,0
"13014",13014,1.58,27,58.22,23.32,"M","Analfabeto","Exatas","não",0,3322.1,3,1
"13015",13015,1.6,27,59.14,23.1,"M","1º Grau","Humanas","não",0,3414.4,1,0
"13016",13016,1.54,31,56.77,23.94,"F","Doutorado","Humanas","não",0,3176.74,2,0
"13017",13017,1.42,28,51.7,25.64,"F","3º Grau","Biológicas","sim",1,2670.4,3,2
"13018",13018,1.36,30,49.29,26.65,"M","PósDoc","Exatas","não",0,2429.13,1,1
"13019",13019,1.47,29,53.82,24.91,"F","Doutorado","Humanas","sim",1,2881.93,2,0
"13020",13020,1.57,23,57.82,23.46,"M","PósDoc","Biológicas","não",0,3282.28,1,2
"13021",13021,1.47,30,53.69,24.85,"M","Mestrado","Humanas","não",0,2869.08,1,0
"13022",13022,1.52,26,55.66,24.09,"F","PósDoc","Exatas","não",0,3066.13,0,1
"13023",13023,1.56,30,57.57,23.66,"M","1º Grau","Biológicas","sim",1,3257.3,3,2
"13024",13024,1.38,25,50.31,26.42,"M","1º Grau","Exatas","sim",1,2530.8,0,1
"13025",13025,1.5,29,55.14,24.51,"F","1º Grau","Exatas","não",0,3013.85,3,1
"13026",13026,1.44,29,52.59,25.36,"M","3º Grau","Biológicas","não",0,2759.47,0,2
"13027",13027,1.5,29,55.14,24.51,"M","2º Grau","Humanas","sim",1,3014.42,0,0
"13028",13028,1.4,32,51.06,26.05,"F","Analfabeto","Humanas","sim",1,2605.7,0,0
"13029",13029,1.52,28,55.68,24.1,"F","PósDoc","Biológicas","não",0,3068.36,1,2
"13030",13030,1.31,23,47.32,27.57,"M","3º Grau","Humanas","sim",1,2232.07,2,0
"13031",13031,1.54,28,56.4,23.78,"F","2º Grau","Humanas","não",0,3140.41,0,0
"13032",13032,1.63,30,60.21,22.66,"F","Analfabeto","Humanas","não",0,3520.86,1,0
"13033",13033,1.39,29,50.72,26.25,"M","2º Grau","Biológicas","não",0,2572.1,3,2
"13034",13034,1.42,31,51.62,25.6,"M","Mestrado","Exatas","sim",1,2661.84,2,1
"13035",13035,1.64,29,60.64,22.55,"M","Mestrado","Humanas","não",0,3564.37,1,0
"13036",13036,1.45,29,53.13,25.27,"M","3º Grau","Biológicas","não",0,2813.3,2,2
"13037",13037,1.55,27,56.81,23.65,"F","Analfabeto","Humanas","não",0,3180.92,2,0
"13038",13038,1.42,26,51.89,25.73,"M","PósDoc","Exatas","não",0,2688.95,1,1
"13039",13039,1.63,23,60.33,22.71,"F","3º Grau","Exatas","não",0,3532.56,2,1
"13040",13040,1.5,24,55.03,24.46,"F","1º Grau","Biológicas","não",0,3003.06,2,2
"13041",13041,1.39,32,50.6,26.19,"M","Doutorado","Biológicas","não",0,2560.06,3,2
"13042",13042,1.52,26,55.81,24.16,"F","Doutorado","Humanas","sim",1,3080.86,3,0
"13043",13043,1.43,28,52.26,25.56,"F","3º Grau","Humanas","não",0,2726.09,2,0
"13044",13044,1.42,29,51.71,25.64,"F","PósDoc","Biológicas","sim",1,2671.09,3,2
"13045",13045,1.65,25,60.82,22.34,"F","Mestrado","Exatas","não",0,3582.35,0,1
"13046",13046,1.57,27,57.86,23.47,"M","1º Grau","Exatas","não",0,3286.1,2,1
"13047",13047,1.46,32,53.45,25.08,"M","3º Grau","Humanas","não",0,2844.52,0,0
"13048",13048,1.41,27,51.29,25.8,"M","Analfabeto","Biológicas","não",0,2629.28,0,2
"13049",13049,1.56,31,57.55,23.65,"M","PósDoc","Biológicas","sim",1,3254.9,3,2
"13050",13050,1.57,25,57.74,23.42,"F","Mestrado","Biológicas","sim",1,3274.1,2,2
"13051",13051,1.48,28,54.39,24.83,"M","2º Grau","Exatas","não",0,2938.95,1,1
"13052",13052,1.43,30,52.38,25.61,"F","2º Grau","Biológicas","não",0,2737.56,2,2
"13053",13053,1.58,22,58.01,23.24,"F","Doutorado","Humanas","não",0,3301.22,1,0
"13054",13054,1.54,26,56.45,23.8,"M","1º Grau","Humanas","não",0,3145.28,3,0
"13055",13055,1.46,26,53.36,25.03,"F","2º Grau","Biológicas","não",0,2836.44,1,2
"13056",13056,1.34,27,48.54,27.03,"F","PósDoc","Biológicas","sim",1,2353.6,2,2
"13057",13057,1.59,27,58.74,23.23,"M","1º Grau","Biológicas","não",0,3373.75,0,2
"13058",13058,1.58,28,58.21,23.32,"M","Mestrado","Humanas","sim",1,3321.24,0,0
"13059",13059,1.5,27,55.09,24.48,"M","Doutorado","Exatas","sim",1,3008.79,1,1
"13060",13060,1.43,27,52.25,25.55,"M","Analfabeto","Humanas","sim",1,2725.36,1,0
"13061",13061,1.44,28,52.64,25.39,"F","3º Grau","Exatas","não",0,2763.83,0,1
"13062",13062,1.55,28,57.06,23.75,"M","Analfabeto","Exatas","não",0,3206.3,3,1
"13063",13063,1.34,26,48.5,27.01,"M","Doutorado","Humanas","não",0,2350.2,0,0
"13064",13064,1.54,26,56.57,23.85,"M","Mestrado","Exatas","não",0,3157.07,3,1
"13065",13065,1.37,31,49.72,26.49,"M","Doutorado","Biológicas","não",0,2471.93,3,2
"13066",13066,1.35,31,48.85,26.8,"M","Mestrado","Humanas","não",0,2385.49,1,0
"13067",13067,1.52,26,55.71,24.11,"M","3º Grau","Humanas","não",0,3071.14,0,0
"13068",13068,1.41,26,51.41,25.86,"F","2º Grau","Biológicas","não",0,2641.08,3,2
"13069",13069,1.56,28,57.27,23.53,"M","3º Grau","Exatas","não",0,3227.41,0,1
"13070",13070,1.31,29,47.38,27.61,"F","1º Grau","Humanas","sim",1,2238.21,2,0
"13071",13071,1.6,27,58.88,23,"F","3º Grau","Biológicas","sim",1,3387.71,2,2
"13072",13072,1.41,29,51.6,25.95,"F","PósDoc","Biológicas","não",0,2659.73,0,2
"13073",13073,1.47,28,53.88,24.93,"M","3º Grau","Exatas","não",0,2888.22,1,1
"13074",13074,1.46,31,53.54,25.12,"M","2º Grau","Biológicas","não",0,2854.16,2,2
"13075",13075,1.44,26,52.58,25.36,"F","3º Grau","Humanas","sim",1,2758,0,0
"13076",13076,1.58,28,58.39,23.39,"M","PósDoc","Biológicas","não",0,3339.07,0,2
"13077",13077,1.64,27,60.4,22.46,"M","2º Grau","Biológicas","sim",1,3540.44,2,2
"13078",13078,1.46,30,53.28,25,"F","Doutorado","Humanas","não",0,2828.06,0,0
"13079",13079,1.42,28,51.63,25.61,"M","3º Grau","Humanas","não",0,2662.73,0,0
"13080",13080,1.6,23,58.95,23.03,"F","1º Grau","Exatas","não",0,3395.15,2,1
"13081",13081,1.42,31,51.97,25.77,"M","3º Grau","Biológicas","sim",1,2697.16,3,2
"13082",13082,1.49,27,54.59,24.59,"M","Analfabeto","Biológicas","sim",1,2959.07,0,2
"13083",13083,1.43,32,52.16,25.51,"M","1º Grau","Exatas","não",0,2716.48,0,1
"13084",13084,1.56,29,57.22,23.51,"F","2º Grau","Exatas","sim",1,3222.08,3,1
"13085",13085,1.65,27,61.06,22.43,"M","3º Grau","Humanas","não",0,3606.05,1,0
"13086",13086,1.31,29,47.55,27.71,"F","PósDoc","Biológicas","não",0,2255.12,2,2
"13087",13087,1.35,28,48.83,26.79,"M","2º Grau","Exatas","não",0,2383.01,2,1
"13088",13088,1.55,27,56.82,23.65,"M","2º Grau","Humanas","não",0,3182.42,1,0
"13089",13089,1.56,24,57.54,23.64,"M","2º Grau","Biológicas","sim",1,3254.03,0,2
"13090",13090,1.46,28,53.34,25.02,"M","Mestrado","Humanas","sim",1,2833.81,2,0
"13091",13091,1.64,29,60.76,22.59,"M","Analfabeto","Humanas","não",0,3575.89,2,0
"13092",13092,1.42,27,51.91,25.74,"M","3º Grau","Exatas","não",0,2690.7,0,1
"13093",13093,1.48,27,54.37,24.82,"F","Mestrado","Exatas","não",0,2936.89,3,1
"13094",13094,1.68,29,62.01,21.97,"M","1º Grau","Exatas","não",0,3701.43,0,1
"13095",13095,1.65,28,61.17,22.47,"F","3º Grau","Biológicas","não",0,3617.09,1,2
"13096",13096,1.24,27,44.77,29.12,"M","Analfabeto","Exatas","sim",1,1977.12,0,1
"13097",13097,1.77,25,65.69,20.97,"M","Doutorado","Humanas","sim",1,4068.95,0,0
"13098",13098,1.5,31,55.01,24.45,"M","Analfabeto","Humanas","sim",1,3000.65,0,0
"13099",13099,1.34,27,48.47,26.99,"F","PósDoc","Exatas","sim",1,2346.55,2,1
"13100",13100,1.48,28,54.02,24.66,"F","1º Grau","Humanas","não",0,2901.81,3,0
"13101",13101,1.6,30,59.06,23.07,"M","Analfabeto","Exatas","não",0,3406.08,3,1
"13102",13102,1.55,28,56.84,23.66,"M","1º Grau","Exatas","não",0,3183.99,2,1
"13103",13103,1.53,27,56.27,24.04,"M","Mestrado","Humanas","não",0,3126.93,0,0
"13104",13104,1.57,31,57.63,23.38,"M","Mestrado","Biológicas","não",0,3263.47,2,2
"13105",13105,1.44,28,52.74,25.43,"M","Analfabeto","Humanas","não",0,2774.33,0,0
"13106",13106,1.55,29,56.85,23.66,"F","Analfabeto","Humanas","não",0,3185.46,2,0
"13107",13107,1.45,29,53.13,25.27,"M","Doutorado","Biológicas","não",0,2812.76,3,2
"13108",13108,1.43,29,52.3,25.58,"M","2º Grau","Exatas","sim",1,2730.05,2,1
"13109",13109,1.43,27,52.23,25.54,"M","1º Grau","Exatas","não",0,2723.43,3,1
"13110",13110,1.35,31,49.19,26.99,"F","Analfabeto","Humanas","não",0,2418.99,0,0
"13111",13111,1.43,27,52.31,25.58,"M","Mestrado","Exatas","não",0,2730.96,3,1
"13112",13112,1.69,30,62.68,21.95,"M","Analfabeto","Humanas","não",0,3767.79,0,0
"13113",13113,1.54,27,56.41,23.79,"M","Analfabeto","Humanas","não",0,3141.06,1,0
"13114",13114,1.31,26,47.49,27.67,"F","3º Grau","Humanas","não",0,2249.17,2,0
"13115",13115,1.52,26,55.76,24.13,"M","PósDoc","Biológicas","não",0,3075.95,1,2
"13116",13116,1.64,29,60.4,22.46,"F","Analfabeto","Exatas","não",0,3540.49,3,1
"13117",13117,1.62,27,59.71,22.75,"F","3º Grau","Humanas","não",0,3470.58,0,0
"13118",13118,1.55,31,56.83,23.65,"F","Doutorado","Humanas","sim",1,3182.92,0,0
"13119",13119,1.41,24,51.55,25.93,"F","PósDoc","Exatas","não",0,2654.9,1,1
"13120",13120,1.59,29,58.44,23.12,"F","Mestrado","Biológicas","não",0,3344.06,1,2
"13121",13121,1.46,28,53.56,25.13,"F","3º Grau","Humanas","sim",1,2856.24,2,0
"13122",13122,1.56,28,57.5,23.63,"F","Mestrado","Exatas","não",0,3249.7,2,1
"13123",13123,1.62,27,59.73,22.76,"F","Doutorado","Humanas","não",0,3472.83,2,0
"13124",13124,1.55,23,57.05,23.75,"F","Analfabeto","Humanas","não",0,3205.44,1,0
"13125",13125,1.45,30,52.88,25.15,"F","Analfabeto","Exatas","sim",1,2787.6,0,1
"13126",13126,1.56,26,57.3,23.55,"F","Analfabeto","Exatas","não",0,3230.01,3,1
"13127",13127,1.7,28,63.03,21.81,"M","Analfabeto","Biológicas","sim",1,3802.84,2,2
"13128",13128,1.63,26,60.21,22.66,"M","3º Grau","Biológicas","sim",1,3520.85,2,2
"13129",13129,1.52,28,55.78,24.14,"F","3º Grau","Humanas","sim",1,3078.23,1,0
"13130",13130,1.58,25,58.15,23.29,"F","PósDoc","Biológicas","não",0,3315,1,2
"13131",13131,1.53,27,56.32,24.06,"M","2º Grau","Biológicas","não",0,3132.04,0,2
"13132",13132,1.39,30,50.65,26.21,"F","Analfabeto","Humanas","não",0,2565.2,3,0
"13133",13133,1.53,26,56.11,23.97,"F","1º Grau","Biológicas","sim",1,3110.66,3,2
"13134",13134,1.19,27,42.75,30.19,"F","2º Grau","Humanas","não",0,1774.69,1,0
"13135",13135,1.46,31,53.57,25.13,"F","Analfabeto","Humanas","não",0,2856.73,1,0
"13136",13136,1.68,28,62.34,22.09,"F","3º Grau","Humanas","não",0,3733.51,3,0
"13137",13137,1.4,28,50.99,26.02,"F","2º Grau","Humanas","sim",1,2598.89,1,0
"13138",13138,1.67,30,61.97,22.22,"M","Analfabeto","Humanas","não",0,3696.61,3,0
"13139",13139,1.67,25,61.72,22.13,"M","Mestrado","Biológicas","sim",1,3671.64,1,2
"13140",13140,1.48,29,54.37,24.82,"F","PósDoc","Exatas","não",0,2936.61,1,1
"13141",13141,1.51,30,55.42,24.31,"F","Mestrado","Humanas","sim",1,3041.52,3,0
"13142",13142,1.49,26,54.71,24.64,"F","Mestrado","Biológicas","sim",1,2971.16,0,2
"13143",13143,1.37,29,49.72,26.49,"M","3º Grau","Biológicas","sim",1,2472.5,2,2
"13144",13144,1.29,29,46.74,28.09,"F","Mestrado","Humanas","não",0,2174.11,3,0
"13145",13145,1.55,28,57.15,23.79,"F","Doutorado","Biológicas","sim",1,3215.17,3,2
"13146",13146,1.52,29,55.75,24.13,"F","PósDoc","Humanas","sim",1,3074.77,3,0
"13147",13147,1.47,28,53.94,24.96,"F","Mestrado","Biológicas","não",0,2894.19,0,2
"13148",13148,1.51,26,55.6,24.38,"M","2º Grau","Exatas","não",0,3059.91,1,1
"13149",13149,1.64,29,60.65,22.55,"M","2º Grau","Humanas","não",0,3565.35,1,0
"13150",13150,1.41,26,51.29,25.8,"M","1º Grau","Exatas","não",0,2629.49,3,1
"13151",13151,1.6,27,58.88,23,"M","Doutorado","Humanas","não",0,3388.32,3,0
"13152",13152,1.27,27,45.96,28.5,"F","2º Grau","Biológicas","não",0,2096.08,1,2
"13153",13153,1.47,31,53.79,24.89,"F","Analfabeto","Biológicas","sim",1,2878.61,1,2
"13154",13154,1.52,31,55.83,24.16,"M","Doutorado","Exatas","não",0,3082.99,3,1
"13155",13155,1.47,27,53.9,24.94,"M","Mestrado","Exatas","sim",1,2889.52,1,1
"13156",13156,1.45,28,53.15,25.28,"M","3º Grau","Biológicas","sim",1,2815.18,0,2
"13157",13157,1.62,27,59.67,22.74,"M","Mestrado","Exatas","não",0,3467.1,2,1
"13158",13158,1.31,29,47.31,27.57,"M","2º Grau","Biológicas","sim",1,2231.13,0,2
"13159",13159,1.58,28,58.1,23.27,"F","3º Grau","Humanas","sim",1,3310.07,3,0
"13160",13160,1.41,28,51.51,25.91,"M","1º Grau","Biológicas","não",0,2651.31,1,2
"13161",13161,1.44,33,52.7,25.41,"F","2º Grau","Biológicas","sim",1,2770.37,0,2
"13162",13162,1.39,28,50.46,26.12,"M","Analfabeto","Biológicas","sim",1,2546.45,1,2
"13163",13163,1.41,29,51.58,25.94,"M","Mestrado","Biológicas","não",0,2657.9,2,2
"13164",13164,1.51,25,55.3,24.25,"F","2º Grau","Humanas","sim",1,3029.99,1,0
"13165",13165,1.52,29,55.81,24.16,"M","Mestrado","Exatas","não",0,3080.72,1,1
"13166",13166,1.56,26,57.35,23.57,"M","2º Grau","Exatas","não",0,3235.12,3,1
"13167",13167,1.38,27,50.14,26.33,"M","Doutorado","Exatas","não",0,2513.64,3,1
"13168",13168,1.6,26,58.92,23.02,"M","Mestrado","Biológicas","sim",1,3391.63,0,2
"13169",13169,1.45,29,52.81,25.12,"F","Mestrado","Biológicas","sim",1,2780.91,2,2
"13170",13170,1.46,26,53.53,25.11,"F","Analfabeto","Biológicas","não",0,2853.27,0,2
"13171",13171,1.51,28,55.28,24.24,"F","Analfabeto","Humanas","sim",1,3027.88,0,0
"13172",13172,1.55,29,56.87,23.67,"F","Analfabeto","Exatas","sim",1,3186.78,3,1
"13173",13173,1.31,28,47.46,27.66,"M","2º Grau","Biológicas","não",0,2246.08,0,2
"13174",13174,1.52,28,55.83,24.16,"F","PósDoc","Humanas","sim",1,3083.08,1,0
"13175",13175,1.42,26,51.86,25.72,"F","3º Grau","Humanas","sim",1,2686.16,2,0
"13176",13176,1.51,30,55.46,24.32,"M","2º Grau","Exatas","não",0,3046.16,0,1
"13177",13177,1.39,28,50.7,26.24,"M","Mestrado","Humanas","não",0,2569.93,0,0
"13178",13178,1.57,29,57.76,23.43,"M","Doutorado","Biológicas","não",0,3275.83,2,2
"13179",13179,1.39,26,50.58,26.18,"M","3º Grau","Biológicas","não",0,2557.68,0,2
"13180",13180,1.48,28,54.23,24.76,"M","Analfabeto","Biológicas","sim",1,2922.71,0,2
"13181",13181,1.34,28,48.6,27.07,"F","3º Grau","Exatas","não",0,2360.1,2,1
"13182",13182,1.72,31,63.69,21.53,"M","2º Grau","Exatas","sim",1,3868.5,3,1
"13183",13183,1.33,27,48.13,27.21,"F","Doutorado","Biológicas","sim",1,2313.37,3,2
"13184",13184,1.58,29,58.1,23.27,"F","Doutorado","Humanas","não",0,3310.29,0,0
"13185",13185,1.53,28,56.09,23.96,"M","Mestrado","Exatas","não",0,3109.21,1,1
"13186",13186,1.39,27,50.63,26.2,"M","Mestrado","Exatas","sim",1,2563.14,1,1
"13187",13187,1.49,26,54.76,24.67,"M","2º Grau","Humanas","não",0,2975.62,0,0
"13188",13188,1.51,26,55.28,24.24,"F","Mestrado","Humanas","sim",1,3028.16,0,0
"13189",13189,1.45,26,52.81,25.12,"F","Analfabeto","Humanas","sim",1,2780.8,3,0
"13190",13190,1.59,30,58.51,23.14,"F","Mestrado","Exatas","não",0,3350.81,0,1
"13191",13191,1.54,27,56.6,23.87,"M","PósDoc","Biológicas","não",0,3160.4,2,2
"13192",13192,1.64,27,60.76,22.59,"M","Doutorado","Humanas","sim",1,3575.8,0,0
